query,query_len_type,query_sentiment,query_search_type,query_form,LLM,emo_feature_name,emo_feature_percent
vulcano piÃ¹ antico attivo,short,positive,fact,RQ_male,Gemma,negative,28.27
vulcano piÃ¹ antico attivo,short,positive,fact,RQ_male,Gemma,neutral,38.85
vulcano piÃ¹ antico attivo,short,positive,fact,RQ_male,Gemma,joy,12.19
vulcano piÃ¹ antico attivo,short,positive,fact,RQ_male,Gemma,anger,12.63
vulcano piÃ¹ antico attivo,short,positive,fact,RQ_male,Gemma,surprise,12.36
vulcano piÃ¹ antico attivo,short,positive,fact,RQ_male,Gemma,disgust,12.11
vulcano piÃ¹ antico attivo,short,positive,fact,RQ_male,Gemma,fear,12.64
vulcano piÃ¹ antico attivo,short,positive,fact,RQ_male,Gemma,sadness,12.58
vulcano piÃ¹ antico attivo,short,positive,fact,RQ_male,Gemma,trust,13.11
vulcano piÃ¹ antico attivo,short,positive,fact,RQ_male,Gemma,anticipation,12.37
vulcano piÃ¹ antico attivo,short,positive,fact,RQ_female,Gemma,positive,32.89
vulcano piÃ¹ antico attivo,short,positive,fact,RQ_female,Gemma,negative,28.27
vulcano piÃ¹ antico attivo,short,positive,fact,RQ_female,Gemma,neutral,38.85
vulcano piÃ¹ antico attivo,short,positive,fact,RQ_female,Gemma,joy,11.99
vulcano piÃ¹ antico attivo,short,positive,fact,RQ_female,Gemma,anger,12.44
vulcano piÃ¹ antico attivo,short,positive,fact,RQ_female,Gemma,surprise,12.39
vulcano piÃ¹ antico attivo,short,positive,fact,RQ_female,Gemma,disgust,12.15
vulcano piÃ¹ antico attivo,short,positive,fact,RQ_female,Gemma,fear,12.6
vulcano piÃ¹ antico attivo,short,positive,fact,RQ_female,Gemma,sadness,12.55
vulcano piÃ¹ antico attivo,short,positive,fact,RQ_female,Gemma,trust,13.35
vulcano piÃ¹ antico attivo,short,positive,fact,RQ_female,Gemma,anticipation,12.54
Chi era il padre di Micerino ?,short,neutral,multisteps,RQ_neutral,Gemma,positive,34.17
Chi era il padre di Micerino ?,short,neutral,multisteps,RQ_neutral,Gemma,negative,27.16
Chi era il padre di Micerino ?,short,neutral,multisteps,RQ_neutral,Gemma,neutral,38.68
Chi era il padre di Micerino ?,short,neutral,multisteps,RQ_neutral,Gemma,joy,11.95
Chi era il padre di Micerino ?,short,neutral,multisteps,RQ_neutral,Gemma,anger,12.43
Chi era il padre di Micerino ?,short,neutral,multisteps,RQ_neutral,Gemma,surprise,12.65
Chi era il padre di Micerino ?,short,neutral,multisteps,RQ_neutral,Gemma,disgust,11.9
Chi era il padre di Micerino ?,short,neutral,multisteps,RQ_neutral,Gemma,fear,12.44
Chi era il padre di Micerino ?,short,neutral,multisteps,RQ_neutral,Gemma,sadness,12.4
Chi era il padre di Micerino ?,short,neutral,multisteps,RQ_neutral,Gemma,trust,13.75
Chi era il padre di Micerino ?,short,neutral,multisteps,RQ_neutral,Gemma,anticipation,12.47
Il figlio di Chefren,short,neutral,multisteps,RQ_neutral,Gemma,positive,38.46
Il figlio di Chefren,short,neutral,multisteps,RQ_neutral,Gemma,negative,23.6
Il figlio di Chefren,short,neutral,multisteps,RQ_neutral,Gemma,neutral,37.94
Il figlio di Chefren,short,neutral,multisteps,RQ_neutral,Gemma,joy,12.02
Il figlio di Chefren,short,neutral,multisteps,RQ_neutral,Gemma,anger,12.36
Il figlio di Chefren,short,neutral,multisteps,RQ_neutral,Gemma,surprise,12.54
Il figlio di Chefren,short,neutral,multisteps,RQ_neutral,Gemma,disgust,11.91
Il figlio di Chefren,short,neutral,multisteps,RQ_neutral,Gemma,fear,12.36
Il figlio di Chefren,short,neutral,multisteps,RQ_neutral,Gemma,sadness,12.38
Il figlio di Chefren,short,neutral,multisteps,RQ_neutral,Gemma,trust,13.74
Il figlio di Chefren,short,neutral,multisteps,RQ_neutral,Gemma,anticipation,12.68
Il padre di Micerino,short,neutral,multisteps,RQ_neutral,Gemma,positive,35.7
Il padre di Micerino,short,neutral,multisteps,RQ_neutral,Gemma,negative,27.6
Il padre di Micerino,short,neutral,multisteps,RQ_neutral,Gemma,neutral,36.71
Il padre di Micerino,short,neutral,multisteps,RQ_neutral,Gemma,joy,12.58
Il padre di Micerino,short,neutral,multisteps,RQ_neutral,Gemma,anger,13.17
Il padre di Micerino,short,neutral,multisteps,RQ_neutral,Gemma,surprise,12.32
Il padre di Micerino,short,neutral,multisteps,RQ_neutral,Gemma,disgust,12.36
Il padre di Micerino,short,neutral,multisteps,RQ_neutral,Gemma,fear,12.29
Il padre di Micerino,short,neutral,multisteps,RQ_neutral,Gemma,sadness,12.15
Il padre di Micerino,short,neutral,multisteps,RQ_neutral,Gemma,trust,13.04
Il padre di Micerino,short,neutral,multisteps,RQ_neutral,Gemma,anticipation,12.09
Micerino,short,positive,multisteps,RQ_neutral,Gemma,positive,26.67
Micerino,short,positive,multisteps,RQ_neutral,Gemma,negative,32.18
Micerino,short,positive,multisteps,RQ_neutral,Gemma,neutral,41.15
Micerino,short,positive,multisteps,RQ_neutral,Gemma,joy,12.73
Micerino,short,positive,multisteps,RQ_neutral,Gemma,anger,13.21
Micerino,short,positive,multisteps,RQ_neutral,Gemma,surprise,12.18
Micerino,short,positive,multisteps,RQ_neutral,Gemma,disgust,12.29
Micerino,short,positive,multisteps,RQ_neutral,Gemma,fear,12.72
Micerino,short,positive,multisteps,RQ_neutral,Gemma,sadness,12.3
Micerino,short,positive,multisteps,RQ_neutral,Gemma,trust,12.48
Micerino,short,positive,multisteps,RQ_neutral,Gemma,anticipation,12.08
Quanto e alta la tomba di Cheope?,long,neutral,fact,RQ_neutral,Gemma,positive,35.54
Quanto e alta la tomba di Cheope?,long,neutral,fact,RQ_neutral,Gemma,negative,24.82
Quanto e alta la tomba di Cheope?,long,neutral,fact,RQ_neutral,Gemma,neutral,39.64
Quanto e alta la tomba di Cheope?,long,neutral,fact,RQ_neutral,Gemma,joy,12.06
Quanto e alta la tomba di Cheope?,long,neutral,fact,RQ_neutral,Gemma,anger,12.37
Quanto e alta la tomba di Cheope?,long,neutral,fact,RQ_neutral,Gemma,surprise,12.55
Quanto e alta la tomba di Cheope?,long,neutral,fact,RQ_neutral,Gemma,disgust,11.72
Quanto e alta la tomba di Cheope?,long,neutral,fact,RQ_neutral,Gemma,fear,12.31
Quanto e alta la tomba di Cheope?,long,neutral,fact,RQ_neutral,Gemma,sadness,12.17
Quanto e alta la tomba di Cheope?,long,neutral,fact,RQ_neutral,Gemma,trust,13.81
Quanto e alta la tomba di Cheope?,long,neutral,fact,RQ_neutral,Gemma,anticipation,13.01
Si e scoperto il padre di Micerino?,long,neutral,multisteps,RQ_neutral,Gemma,positive,37.1
Si e scoperto il padre di Micerino?,long,neutral,multisteps,RQ_neutral,Gemma,negative,24.61
Si e scoperto il padre di Micerino?,long,neutral,multisteps,RQ_neutral,Gemma,neutral,38.3
Si e scoperto il padre di Micerino?,long,neutral,multisteps,RQ_neutral,Gemma,joy,12.41
Si e scoperto il padre di Micerino?,long,neutral,multisteps,RQ_neutral,Gemma,anger,13.02
Si e scoperto il padre di Micerino?,long,neutral,multisteps,RQ_neutral,Gemma,surprise,12.4
Si e scoperto il padre di Micerino?,long,neutral,multisteps,RQ_neutral,Gemma,disgust,12.13
Si e scoperto il padre di Micerino?,long,neutral,multisteps,RQ_neutral,Gemma,fear,12.36
Si e scoperto il padre di Micerino?,long,neutral,multisteps,RQ_neutral,Gemma,sadness,12.23
Si e scoperto il padre di Micerino?,long,neutral,multisteps,RQ_neutral,Gemma,trust,13.18
Si e scoperto il padre di Micerino?,long,neutral,multisteps,RQ_neutral,Gemma,anticipation,12.28
quali sono le regole principali della pallavolo,long,neutral,opensearch,RQ_neutral,Gemma,positive,25.15
quali sono le regole principali della pallavolo,long,neutral,opensearch,RQ_neutral,Gemma,negative,30.72
quali sono le regole principali della pallavolo,long,neutral,opensearch,RQ_neutral,Gemma,neutral,44.13
quali sono le regole principali della pallavolo,long,neutral,opensearch,RQ_neutral,Gemma,joy,12.46
quali sono le regole principali della pallavolo,long,neutral,opensearch,RQ_neutral,Gemma,anger,12.88
quali sono le regole principali della pallavolo,long,neutral,opensearch,RQ_neutral,Gemma,surprise,13.16
quali sono le regole principali della pallavolo,long,neutral,opensearch,RQ_neutral,Gemma,disgust,11.62
quali sono le regole principali della pallavolo,long,neutral,opensearch,RQ_neutral,Gemma,fear,12.52
quali sono le regole principali della pallavolo,long,neutral,opensearch,RQ_neutral,Gemma,sadness,12.5
quali sono le regole principali della pallavolo,long,neutral,opensearch,RQ_neutral,Gemma,trust,12.66
quali sono le regole principali della pallavolo,long,neutral,opensearch,RQ_neutral,Gemma,anticipation,12.18
quanti leopardi delle nevi sono rimasti,short,negative,multisteps,RQ_neutral,Gemma,positive,35.56
quanti leopardi delle nevi sono rimasti,short,negative,multisteps,RQ_neutral,Gemma,negative,26.87
quanti leopardi delle nevi sono rimasti,short,negative,multisteps,RQ_neutral,Gemma,neutral,37.57
quanti leopardi delle nevi sono rimasti,short,negative,multisteps,RQ_neutral,Gemma,joy,12.24
quanti leopardi delle nevi sono rimasti,short,negative,multisteps,RQ_neutral,Gemma,anger,12.85
quanti leopardi delle nevi sono rimasti,short,negative,multisteps,RQ_neutral,Gemma,surprise,12.39
quanti leopardi delle nevi sono rimasti,short,negative,multisteps,RQ_neutral,Gemma,disgust,12.2
quanti leopardi delle nevi sono rimasti,short,negative,multisteps,RQ_neutral,Gemma,fear,12.37
quanti leopardi delle nevi sono rimasti,short,negative,multisteps,RQ_neutral,Gemma,sadness,12.21
quanti leopardi delle nevi sono rimasti,short,negative,multisteps,RQ_neutral,Gemma,trust,13.29
quanti leopardi delle nevi sono rimasti,short,negative,multisteps,RQ_neutral,Gemma,anticipation,12.46
CHE VELOCITA PUO RAGGIUNGERE UN TORNADO FENOMENO NATURALE,long,neutral,fact,RQ_neutral,Gemma,positive,34.8
CHE VELOCITA PUO RAGGIUNGERE UN TORNADO FENOMENO NATURALE,long,neutral,fact,RQ_neutral,Gemma,negative,24.09
CHE VELOCITA PUO RAGGIUNGERE UN TORNADO FENOMENO NATURALE,long,neutral,fact,RQ_neutral,Gemma,neutral,41.11
CHE VELOCITA PUO RAGGIUNGERE UN TORNADO FENOMENO NATURALE,long,neutral,fact,RQ_neutral,Gemma,joy,12.31
CHE VELOCITA PUO RAGGIUNGERE UN TORNADO FENOMENO NATURALE,long,neutral,fact,RQ_neutral,Gemma,anger,12.7
CHE VELOCITA PUO RAGGIUNGERE UN TORNADO FENOMENO NATURALE,long,neutral,fact,RQ_neutral,Gemma,surprise,12.36
CHE VELOCITA PUO RAGGIUNGERE UN TORNADO FENOMENO NATURALE,long,neutral,fact,RQ_neutral,Gemma,disgust,12.14
CHE VELOCITA PUO RAGGIUNGERE UN TORNADO FENOMENO NATURALE,long,neutral,fact,RQ_neutral,Gemma,fear,12.53
CHE VELOCITA PUO RAGGIUNGERE UN TORNADO FENOMENO NATURALE,long,neutral,fact,RQ_neutral,Gemma,sadness,12.21
CHE VELOCITA PUO RAGGIUNGERE UN TORNADO FENOMENO NATURALE,long,neutral,fact,RQ_neutral,Gemma,trust,13.19
CHE VELOCITA PUO RAGGIUNGERE UN TORNADO FENOMENO NATURALE,long,neutral,fact,RQ_neutral,Gemma,anticipation,12.57
Come si costruivano le piramidi Egizie?,short,neutral,opensearch,RQ_neutral,Gemma,positive,26.81
Come si costruivano le piramidi Egizie?,short,neutral,opensearch,RQ_neutral,Gemma,negative,17.29
Come si costruivano le piramidi Egizie?,short,neutral,opensearch,RQ_neutral,Gemma,neutral,55.89
Come si costruivano le piramidi Egizie?,short,neutral,opensearch,RQ_neutral,Gemma,joy,12.72
Come si costruivano le piramidi Egizie?,short,neutral,opensearch,RQ_neutral,Gemma,anger,12.83
Come si costruivano le piramidi Egizie?,short,neutral,opensearch,RQ_neutral,Gemma,surprise,12.75
Come si costruivano le piramidi Egizie?,short,neutral,opensearch,RQ_neutral,Gemma,disgust,12.07
Come si costruivano le piramidi Egizie?,short,neutral,opensearch,RQ_neutral,Gemma,fear,12.42
Come si costruivano le piramidi Egizie?,short,neutral,opensearch,RQ_neutral,Gemma,sadness,12.54
Come si costruivano le piramidi Egizie?,short,neutral,opensearch,RQ_neutral,Gemma,trust,12.56
Come si costruivano le piramidi Egizie?,short,neutral,opensearch,RQ_neutral,Gemma,anticipation,12.1
Dove si trova la piramide di Cheope?,long,neutral,fact,RQ_neutral,Gemma,positive,30.87
Dove si trova la piramide di Cheope?,long,neutral,fact,RQ_neutral,Gemma,negative,28.81
Dove si trova la piramide di Cheope?,long,neutral,fact,RQ_neutral,Gemma,neutral,40.32
Dove si trova la piramide di Cheope?,long,neutral,fact,RQ_neutral,Gemma,joy,12.27
Dove si trova la piramide di Cheope?,long,neutral,fact,RQ_neutral,Gemma,anger,12.58
Dove si trova la piramide di Cheope?,long,neutral,fact,RQ_neutral,Gemma,surprise,12.47
Dove si trova la piramide di Cheope?,long,neutral,fact,RQ_neutral,Gemma,disgust,12.32
Dove si trova la piramide di Cheope?,long,neutral,fact,RQ_neutral,Gemma,fear,12.68
Dove si trova la piramide di Cheope?,long,neutral,fact,RQ_neutral,Gemma,sadness,12.01
Dove si trova la piramide di Cheope?,long,neutral,fact,RQ_neutral,Gemma,trust,12.59
Dove si trova la piramide di Cheope?,long,neutral,fact,RQ_neutral,Gemma,anticipation,13.1
FANTASMA DELLE MONTAGNE,short,neutral,multisteps,RQ_neutral,Gemma,positive,30.17
FANTASMA DELLE MONTAGNE,short,neutral,multisteps,RQ_neutral,Gemma,negative,26.46
FANTASMA DELLE MONTAGNE,short,neutral,multisteps,RQ_neutral,Gemma,neutral,43.37
FANTASMA DELLE MONTAGNE,short,neutral,multisteps,RQ_neutral,Gemma,joy,12.24
FANTASMA DELLE MONTAGNE,short,neutral,multisteps,RQ_neutral,Gemma,anger,12.92
FANTASMA DELLE MONTAGNE,short,neutral,multisteps,RQ_neutral,Gemma,surprise,12.53
FANTASMA DELLE MONTAGNE,short,neutral,multisteps,RQ_neutral,Gemma,disgust,12.14
FANTASMA DELLE MONTAGNE,short,neutral,multisteps,RQ_neutral,Gemma,fear,12.57
FANTASMA DELLE MONTAGNE,short,neutral,multisteps,RQ_neutral,Gemma,sadness,12.11
FANTASMA DELLE MONTAGNE,short,neutral,multisteps,RQ_neutral,Gemma,trust,13.05
FANTASMA DELLE MONTAGNE,short,neutral,multisteps,RQ_neutral,Gemma,anticipation,12.45
QUALI SONO GLI ALTRI NOMI DI UN TORTANADO,long,neutral,fact,RQ_neutral,Gemma,positive,34.58
QUALI SONO GLI ALTRI NOMI DI UN TORTANADO,long,neutral,fact,RQ_neutral,Gemma,negative,28.06
QUALI SONO GLI ALTRI NOMI DI UN TORTANADO,long,neutral,fact,RQ_neutral,Gemma,neutral,37.36
QUALI SONO GLI ALTRI NOMI DI UN TORTANADO,long,neutral,fact,RQ_neutral,Gemma,joy,12.11
QUALI SONO GLI ALTRI NOMI DI UN TORTANADO,long,neutral,fact,RQ_neutral,Gemma,anger,13.12
QUALI SONO GLI ALTRI NOMI DI UN TORTANADO,long,neutral,fact,RQ_neutral,Gemma,surprise,12.3
QUALI SONO GLI ALTRI NOMI DI UN TORTANADO,long,neutral,fact,RQ_neutral,Gemma,disgust,12.29
QUALI SONO GLI ALTRI NOMI DI UN TORTANADO,long,neutral,fact,RQ_neutral,Gemma,fear,12.58
QUALI SONO GLI ALTRI NOMI DI UN TORTANADO,long,neutral,fact,RQ_neutral,Gemma,sadness,12.05
QUALI SONO GLI ALTRI NOMI DI UN TORTANADO,long,neutral,fact,RQ_neutral,Gemma,trust,13.25
QUALI SONO GLI ALTRI NOMI DI UN TORTANADO,long,neutral,fact,RQ_neutral,Gemma,anticipation,12.3
Quale e la piramide egizia piu` alta ?,long,neutral,fact,RQ_neutral,Gemma,positive,25.42
Quale e la piramide egizia piu` alta ?,long,neutral,fact,RQ_neutral,Gemma,negative,24.76
Quale e la piramide egizia piu` alta ?,long,neutral,fact,RQ_neutral,Gemma,neutral,49.82
Quale e la piramide egizia piu` alta ?,long,neutral,fact,RQ_neutral,Gemma,joy,12.3
Quale e la piramide egizia piu` alta ?,long,neutral,fact,RQ_neutral,Gemma,anger,12.54
Quale e la piramide egizia piu` alta ?,long,neutral,fact,RQ_neutral,Gemma,surprise,12.95
Quale e la piramide egizia piu` alta ?,long,neutral,fact,RQ_neutral,Gemma,disgust,12.02
Quale e la piramide egizia piu` alta ?,long,neutral,fact,RQ_neutral,Gemma,fear,12.57
Quale e la piramide egizia piu` alta ?,long,neutral,fact,RQ_neutral,Gemma,sadness,12.09
Quale e la piramide egizia piu` alta ?,long,neutral,fact,RQ_neutral,Gemma,trust,12.64
Quale e la piramide egizia piu` alta ?,long,neutral,fact,RQ_neutral,Gemma,anticipation,12.88
Quanto era alta la tomba del padre di Micerino?,long,neutral,fact,RQ_neutral,Gemma,positive,35.58
Quanto era alta la tomba del padre di Micerino?,long,neutral,fact,RQ_neutral,Gemma,negative,26.31
Quanto era alta la tomba del padre di Micerino?,long,neutral,fact,RQ_neutral,Gemma,neutral,38.11
Quanto era alta la tomba del padre di Micerino?,long,neutral,fact,RQ_neutral,Gemma,joy,12.08
Quanto era alta la tomba del padre di Micerino?,long,neutral,fact,RQ_neutral,Gemma,anger,12.42
Quanto era alta la tomba del padre di Micerino?,long,neutral,fact,RQ_neutral,Gemma,surprise,12.68
Quanto era alta la tomba del padre di Micerino?,long,neutral,fact,RQ_neutral,Gemma,disgust,11.95
Quanto era alta la tomba del padre di Micerino?,long,neutral,fact,RQ_neutral,Gemma,fear,12.4
Quanto era alta la tomba del padre di Micerino?,long,neutral,fact,RQ_neutral,Gemma,sadness,12.57
Quanto era alta la tomba del padre di Micerino?,long,neutral,fact,RQ_neutral,Gemma,trust,13.42
Quanto era alta la tomba del padre di Micerino?,long,neutral,fact,RQ_neutral,Gemma,anticipation,12.49
quanto Ã¨ alta la tomba del padre di micerino,long,neutral,multisteps,RQ_neutral,Gemma,positive,39.13
quanto Ã¨ alta la tomba del padre di micerino,long,neutral,multisteps,RQ_neutral,Gemma,negative,24.5
quanto Ã¨ alta la tomba del padre di micerino,long,neutral,multisteps,RQ_neutral,Gemma,neutral,36.37
quanto Ã¨ alta la tomba del padre di micerino,long,neutral,multisteps,RQ_neutral,Gemma,joy,12.13
quanto Ã¨ alta la tomba del padre di micerino,long,neutral,multisteps,RQ_neutral,Gemma,anger,12.56
quanto Ã¨ alta la tomba del padre di micerino,long,neutral,multisteps,RQ_neutral,Gemma,surprise,12.31
quanto Ã¨ alta la tomba del padre di micerino,long,neutral,multisteps,RQ_neutral,Gemma,disgust,12.04
quanto Ã¨ alta la tomba del padre di micerino,long,neutral,multisteps,RQ_neutral,Gemma,fear,12.45
quanto Ã¨ alta la tomba del padre di micerino,long,neutral,multisteps,RQ_neutral,Gemma,sadness,12.6
quanto Ã¨ alta la tomba del padre di micerino,long,neutral,multisteps,RQ_neutral,Gemma,trust,13.53
quanto Ã¨ alta la tomba del padre di micerino,long,neutral,multisteps,RQ_neutral,Gemma,anticipation,12.38
quanto Ã¨ alta la tomba del padre micerino,long,neutral,multisteps,RQ_neutral,Gemma,positive,38.7
quanto Ã¨ alta la tomba del padre micerino,long,neutral,multisteps,RQ_neutral,Gemma,negative,24.48
quanto Ã¨ alta la tomba del padre micerino,long,neutral,multisteps,RQ_neutral,Gemma,neutral,36.82
quanto Ã¨ alta la tomba del padre micerino,long,neutral,multisteps,RQ_neutral,Gemma,joy,12.17
quanto Ã¨ alta la tomba del padre micerino,long,neutral,multisteps,RQ_neutral,Gemma,anger,12.46
quanto Ã¨ alta la tomba del padre micerino,long,neutral,multisteps,RQ_neutral,Gemma,surprise,12.4
quanto Ã¨ alta la tomba del padre micerino,long,neutral,multisteps,RQ_neutral,Gemma,disgust,11.99
quanto Ã¨ alta la tomba del padre micerino,long,neutral,multisteps,RQ_neutral,Gemma,fear,12.5
quanto Ã¨ alta la tomba del padre micerino,long,neutral,multisteps,RQ_neutral,Gemma,sadness,12.65
quanto Ã¨ alta la tomba del padre micerino,long,neutral,multisteps,RQ_neutral,Gemma,trust,13.43
quanto Ã¨ alta la tomba del padre micerino,long,neutral,multisteps,RQ_neutral,Gemma,anticipation,12.4
quanto Ã¨ alta la tomba di Chefren,long,neutral,multisteps,RQ_neutral,Gemma,positive,38.86
quanto Ã¨ alta la tomba di Chefren,long,neutral,multisteps,RQ_neutral,Gemma,negative,25.24
quanto Ã¨ alta la tomba di Chefren,long,neutral,multisteps,RQ_neutral,Gemma,neutral,35.9
quanto Ã¨ alta la tomba di Chefren,long,neutral,multisteps,RQ_neutral,Gemma,joy,12.24
quanto Ã¨ alta la tomba di Chefren,long,neutral,multisteps,RQ_neutral,Gemma,anger,12.37
quanto Ã¨ alta la tomba di Chefren,long,neutral,multisteps,RQ_neutral,Gemma,surprise,12.32
quanto Ã¨ alta la tomba di Chefren,long,neutral,multisteps,RQ_neutral,Gemma,disgust,12.16
quanto Ã¨ alta la tomba di Chefren,long,neutral,multisteps,RQ_neutral,Gemma,fear,12.56
quanto Ã¨ alta la tomba di Chefren,long,neutral,multisteps,RQ_neutral,Gemma,sadness,12.75
quanto Ã¨ alta la tomba di Chefren,long,neutral,multisteps,RQ_neutral,Gemma,trust,13.21
quanto Ã¨ alta la tomba di Chefren,long,neutral,multisteps,RQ_neutral,Gemma,anticipation,12.38
quanto Ã¨ alta la tomba di micerino,long,neutral,multisteps,RQ_neutral,Gemma,positive,41.54
quanto Ã¨ alta la tomba di micerino,long,neutral,multisteps,RQ_neutral,Gemma,negative,21.88
quanto Ã¨ alta la tomba di micerino,long,neutral,multisteps,RQ_neutral,Gemma,neutral,36.57
quanto Ã¨ alta la tomba di micerino,long,neutral,multisteps,RQ_neutral,Gemma,joy,12.6
quanto Ã¨ alta la tomba di micerino,long,neutral,multisteps,RQ_neutral,Gemma,anger,12.77
quanto Ã¨ alta la tomba di micerino,long,neutral,multisteps,RQ_neutral,Gemma,surprise,12.34
quanto Ã¨ alta la tomba di micerino,long,neutral,multisteps,RQ_neutral,Gemma,disgust,11.83
quanto Ã¨ alta la tomba di micerino,long,neutral,multisteps,RQ_neutral,Gemma,fear,12.28
quanto Ã¨ alta la tomba di micerino,long,neutral,multisteps,RQ_neutral,Gemma,sadness,12.21
quanto Ã¨ alta la tomba di micerino,long,neutral,multisteps,RQ_neutral,Gemma,trust,13.57
quanto Ã¨ alta la tomba di micerino,long,neutral,multisteps,RQ_neutral,Gemma,anticipation,12.41
quanto Ã©l alta la tomba di micerino,long,neutral,multisteps,RQ_neutral,Gemma,positive,36.29
quanto Ã©l alta la tomba di micerino,long,neutral,multisteps,RQ_neutral,Gemma,negative,28.0
quanto Ã©l alta la tomba di micerino,long,neutral,multisteps,RQ_neutral,Gemma,neutral,35.71
quanto Ã©l alta la tomba di micerino,long,neutral,multisteps,RQ_neutral,Gemma,joy,12.17
quanto Ã©l alta la tomba di micerino,long,neutral,multisteps,RQ_neutral,Gemma,anger,12.56
quanto Ã©l alta la tomba di micerino,long,neutral,multisteps,RQ_neutral,Gemma,surprise,12.84
quanto Ã©l alta la tomba di micerino,long,neutral,multisteps,RQ_neutral,Gemma,disgust,11.69
quanto Ã©l alta la tomba di micerino,long,neutral,multisteps,RQ_neutral,Gemma,fear,12.28
quanto Ã©l alta la tomba di micerino,long,neutral,multisteps,RQ_neutral,Gemma,sadness,12.27
quanto Ã©l alta la tomba di micerino,long,neutral,multisteps,RQ_neutral,Gemma,trust,13.41
quanto Ã©l alta la tomba di micerino,long,neutral,multisteps,RQ_neutral,Gemma,anticipation,12.78
regioni italÃ©8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_neutral,Gemma,positive,29.69
regioni italÃ©8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_neutral,Gemma,negative,29.05
regioni italÃ©8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_neutral,Gemma,neutral,41.26
regioni italÃ©8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_neutral,Gemma,joy,12.43
regioni italÃ©8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_neutral,Gemma,anger,12.58
regioni italÃ©8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_neutral,Gemma,surprise,12.41
regioni italÃ©8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_neutral,Gemma,disgust,12.12
regioni italÃ©8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_neutral,Gemma,fear,12.52
regioni italÃ©8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_neutral,Gemma,sadness,12.3
regioni italÃ©8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_neutral,Gemma,trust,13.08
regioni italÃ©8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_neutral,Gemma,anticipation,12.56
tre animali a rischio di estinzione,short,neutral,fact,RQ_neutral,Gemma,positive,29.67
tre animali a rischio di estinzione,short,neutral,fact,RQ_neutral,Gemma,negative,21.74
tre animali a rischio di estinzione,short,neutral,fact,RQ_neutral,Gemma,neutral,48.58
tre animali a rischio di estinzione,short,neutral,fact,RQ_neutral,Gemma,joy,12.13
tre animali a rischio di estinzione,short,neutral,fact,RQ_neutral,Gemma,anger,12.4
tre animali a rischio di estinzione,short,neutral,fact,RQ_neutral,Gemma,surprise,12.11
tre animali a rischio di estinzione,short,neutral,fact,RQ_neutral,Gemma,disgust,12.05
tre animali a rischio di estinzione,short,neutral,fact,RQ_neutral,Gemma,fear,12.54
tre animali a rischio di estinzione,short,neutral,fact,RQ_neutral,Gemma,sadness,12.16
tre animali a rischio di estinzione,short,neutral,fact,RQ_neutral,Gemma,trust,13.89
tre animali a rischio di estinzione,short,neutral,fact,RQ_neutral,Gemma,anticipation,12.72
tre animali a rischio estinzione,short,neutral,fact,RQ_neutral,Gemma,positive,29.91
tre animali a rischio estinzione,short,neutral,fact,RQ_neutral,Gemma,negative,23.09
tre animali a rischio estinzione,short,neutral,fact,RQ_neutral,Gemma,neutral,47.0
tre animali a rischio estinzione,short,neutral,fact,RQ_neutral,Gemma,joy,12.18
tre animali a rischio estinzione,short,neutral,fact,RQ_neutral,Gemma,anger,12.41
tre animali a rischio estinzione,short,neutral,fact,RQ_neutral,Gemma,surprise,12.18
tre animali a rischio estinzione,short,neutral,fact,RQ_neutral,Gemma,disgust,12.11
tre animali a rischio estinzione,short,neutral,fact,RQ_neutral,Gemma,fear,12.53
tre animali a rischio estinzione,short,neutral,fact,RQ_neutral,Gemma,sadness,12.32
tre animali a rischio estinzione,short,neutral,fact,RQ_neutral,Gemma,trust,13.6
tre animali a rischio estinzione,short,neutral,fact,RQ_neutral,Gemma,anticipation,12.67
tre animali in via di estinzione,short,neutral,fact,RQ_neutral,Gemma,positive,31.25
tre animali in via di estinzione,short,neutral,fact,RQ_neutral,Gemma,negative,24.13
tre animali in via di estinzione,short,neutral,fact,RQ_neutral,Gemma,neutral,44.62
tre animali in via di estinzione,short,neutral,fact,RQ_neutral,Gemma,joy,12.26
tre animali in via di estinzione,short,neutral,fact,RQ_neutral,Gemma,anger,11.99
tre animali in via di estinzione,short,neutral,fact,RQ_neutral,Gemma,surprise,12.5
tre animali in via di estinzione,short,neutral,fact,RQ_neutral,Gemma,disgust,12.37
tre animali in via di estinzione,short,neutral,fact,RQ_neutral,Gemma,fear,12.75
tre animali in via di estinzione,short,neutral,fact,RQ_neutral,Gemma,sadness,12.52
tre animali in via di estinzione,short,neutral,fact,RQ_neutral,Gemma,trust,12.95
tre animali in via di estinzione,short,neutral,fact,RQ_neutral,Gemma,anticipation,12.66
trova 3 animali a rischio di estinzione,long,neutral,fact,RQ_neutral,Gemma,positive,32.63
