QID,Query,Prompt Type,IAS,Resp,Rank,date_generated
qGEN129,tre animali a rischio di estinzione,General,Bing,"Animali a rischio di estinzione, i primi 10 | Wired Italia. Secondo gli studiosi, a oggi, una percentuale compresa tra l’1 e il 2,5% delle specie di uccelli, mammiferi, anfibi, rettili e pesci si è già estinto. Tuttavia, i tentativi di...",1,2025_02_12
qGEN129,tre animali a rischio di estinzione,General,Bing,"26 specie animali che l’uomo sta spingendo verso l’estinzione. La Lista rossa dell’Unione Internazionale per la Conservazione della Natura, ovvero la fonte di informazioni più completa sullo stato di rischio di estinzione globale di specie animali, fungine e vegetali, ha stimato l’esistenza di 138.300 specie ad oggi, di cui il 28% è a rischio di estinzione.",2,2025_02_12
qGEN129,tre animali a rischio di estinzione,General,Bing,"10 animali in via di estinzione: le specie a rischio - Ecocentrica. Riuscite ad immagine un mondo senza gorilla, rinoceronti, elefanti e tartarughe giganti? Sono solo alcune delle più importanti flag species – specie bandiera simbolo di interi ecosistemi – che rischiano la totale estinzione in natura entro pochi decenni.",3,2025_02_12
qGEN129,tre animali a rischio di estinzione,General,Bing,"Specie in via d'estinzione, ecco l'elenco degli animali in pericolo. Il cambiamento climatico sta peggiorando le condizioni di circa 6.700 specie minacciate di estinzione. Anche alcuni tipi di salmoni e le tartarughe sono tra le specie che rischiano il...",4,2025_02_12
qGEN129,tre animali a rischio di estinzione,General,Bing,"Quali sono gli animali che rischiano l’estinzione. L’Unione internazionale per la conservazione della natura ha aggiornato la propria lista rossa, inserendo tre nuove specie a rischio di estinzione...",5,2025_02_12
qGEN129,tre animali a rischio di estinzione,General,Bing,"Animali in via di estinzione: 18 specie a rischio in Italia e nel mondo. E sono centinaia di migliaia gli animali in via di estinzione a causa dell’inquinamento, del surriscaldamento globale, nonché minacciati dalla distruzione dei loro habitat, dal commercio illegale e dal bracconaggio.",6,2025_02_12
qGEN129,tre animali a rischio di estinzione,General,Bing,"10 animali a rischio estinzione che forse non conosci - Fanpage.it. Secondo l’ IUCN, l'Unione Internazionale per la Conservazione della Natura, a oggi oltre 45.300 specie animali e vegetali che rischiano di estinguersi. La maggior parte (il 41%) sono anfibi, il...",7,2025_02_12
qGEN129,tre animali a rischio di estinzione,General,Bing,"Animali in via d’estinzione: 10 specie a rischio in Italia e nel mondo. Cambiamento climatico, deforestazione e bracconaggio: sono solo alcune delle principali cause che portano ogni anno all’estinzione di centinaia di specie animali. Ma cosa possiamo fare per fermare questo triste fenomeno? Scopriamolo insieme.",8,2025_02_12
qGEN129,tre animali a rischio di estinzione,General,Bing,"50 specie animali a rischio estinzione - Wired Italia. Secondo i dati dell'Unione internazionale per la conservazione della natura (Iucn), un quarto delle specie di mammiferi e un ottavo di quelle di uccelli è oggi a rischio, così come il 25% dei...",9,2025_02_12
qGEN129,tre animali a rischio di estinzione,General,Bing,"Animali in via di estinzione, tutte le specie a rischio - Ecoo.it. Aumentano le specie a rischio estinzione a causa dell’azione dell’uomo sull’ecosistema. Gli animali in via di estinzione vedono mutare i loro habitat naturali e sono le vere vittime incolpevoli delle scelte umane.",10,2025_02_12
qGEN130,un fantasma delle montagne foto,General,Bing,"Il ""fantasma delle montagne"": trovato dopo 3 anni di lunga attesa. Un fotografo ha pazientato 3 anni per immortalarlo! Ci sono alcuni animali che hanno fatto del mimetismo una caratteristica distintiva e del “nascondino” un vero e proprio stile di vita. Sono specie schive, difficilmente visibili e che, quindi, non sono facilmente fotografabili.",1,2025_02_12
qGEN130,un fantasma delle montagne foto,General,Bing,"Il leopardo delle nevi c’è, ma non si vede! Riuscite a trovarlo?. Viene chiamato il fantasma delle montagne ed è abbastanza evidente il motivo: il leopardo delle nevi è un artista del mimetismo. Grazie ai colori del suo mantello riesce a scomparire tra le...",2,2025_02_12
qGEN130,un fantasma delle montagne foto,General,Bing,"Questo gatto è conosciuto come il “fantasma delle montagne”. I leopardi delle nevi sono animali straordinari che affrontano sfide significative in natura. Quindi, comprendendo e sostenendo gli sforzi di conservazione, possiamo contribuire a garantire la loro sopravvivenza per le generazioni future. Dopotutto, questi “fantasmi delle montagne” meritano la nostra ammirazione e protezione!",3,2025_02_12
qGEN130,un fantasma delle montagne foto,General,Bing,"Leopardo delle nevi, il «fantasma delle montagne» - Corriere della Sera. Un leopardo delle nevi durante una nevicata (Getty Images)",4,2025_02_12
qGEN130,un fantasma delle montagne foto,General,Bing,"Mongolia, il Fantasma delle Montagne esiste: è il leopardo delle nevi. Una gigantesca indagine durata 4 anni, finalmente regala informazioni in merito al leopardo delle nevi in Mongolia. Lo chiamano Fantasma delle Montagne perché riuscire a immortalarlo e...",5,2025_02_12
qGEN130,un fantasma delle montagne foto,General,Bing,"Questo gatto è conosciuto come il “fantasma delle montagne”. Conosciuti per la loro natura sfuggente, i leopardi delle nevi sono soprannominati ""fantasmi delle montagne"". Impariamo di più su queste incredibili creature!",6,2025_02_12
qGEN130,un fantasma delle montagne foto,General,Bing,Chi è il leopardo delle nevi e perché è detto “fantasma delle montagne”. Il misterioso leopardo delle nevi è un grosso carnivoro che abita le regioni montuose dell’Asia centrale. Da sempre è protagonista di miti e racconti ed è detto anche fantasma delle montagne per il suo comportamento elusivo.,7,2025_02_12
qGEN130,un fantasma delle montagne foto,General,Bing,Il leopardo delle nevi | È conosciuto come il “fantasma delle montagne .... È conosciuto come il “fantasma delle montagne” grazie alla sua capacità di mimetizzarsi tra le rocce muovendosi come un vero acrobata. Per la rubrica...,8,2025_02_12
qGEN130,un fantasma delle montagne foto,General,Bing,"Kodami | È conosciuto come il “fantasma delle montagne”, grazie alla .... 11K likes, 191 comments - kodami on January 13, 2025: ""È conosciuto come il “fantasma delle montagne”, grazie alla sua capacità di mimetizzarsi tra le rocce muovendosi come un vero acrobata. Il leopardo delle nevi ha sviluppato capacità fuori dal comune per sopravvivere a migliaia di metri di altezza: può infatti raggiungere velocità ...",9,2025_02_12
qGEN130,un fantasma delle montagne foto,General,Bing,"Chi è il leopardo delle nevi: dove vive e perché è così ... - YouTube. Il leopardo delle nevi (Panthera uncia) è un felide conosciuto anche con il nome di “fantasma delle montagne” per la sua capacità di mimetizzarsi nella neve. Vive sulle montagne, ad oltre...",10,2025_02_12
qGEN131,che velocita puo raggiungere un tornado,General,Bing,"Quanti km orari fa un tornado? - in3giorni.com. Quanti km orari fa un tornado? La velocità del vento può superare i 300 km/h per i tornado su terraferma, e 250 km/h per le trombe marine. Che forza ha un tornado? Generalmente si muovono lungo sul suolo ad una velocità fra i 35 ed i 90 km/h, ma in alcuni casi possono superare i 130 km/h.",1,2025_02_12
qGEN131,che velocita puo raggiungere un tornado,General,Bing,"Cosa succede se vieni risucchiato da un tornado?. Un tornado, o tromba d’aria, può raggiungere velocità di oltre 300 Km/h e avere un potenziale enormemente distruttivo; Una tromba d’aria riesce a sradicare alberi, danneggiare strutture in cemento, sollevare case di legno e automobili trasportandole in aria per centinaia di metri; È inevitabile che il tornado possa risucchiare anche persone",2,2025_02_12
qGEN131,che velocita puo raggiungere un tornado,General,Bing,"Quali sono le velocità dei tornado? - Portale Sulla Scienza. Che velocità raggiunge un aereo tornado? 2.400 km/hSpinto da due RB199-34R con postbruciatore, il velivolo è in grado di raggiungere una velocità massima di 2.400 km/h ad alta quota , di raggiungere i 9.000 m in circa due minuti e di avere un raggio di azione di 640 km.",3,2025_02_12
qGEN131,che velocita puo raggiungere un tornado,General,Bing,"Quali sono le velocità dei tornado? - Scienza 2024 - Lam Science. I tornado sono una delle minacce più potenti e spaventose prodotte dalla natura. I tornado producono venti che possono superare quelli dei più potenti uragani, ma in un'area molto concentrata. Queste velocità del vento possono superare le 200 miglia orarie e causare devastazioni.",4,2025_02_12
qGEN131,che velocita puo raggiungere un tornado,General,Bing,"Il fenomeno atmosferico più distruttivo: il Tornado | Fisica .... La velocità del vento può superare i 500 km/h, mentre le correnti ascensionali toccano anche i 300 km/h, riuscendo a sollevare da terra gli oggetti più pesanti come automobili, case, locomotive ed altro ancora.",5,2025_02_12
qGEN131,che velocita puo raggiungere un tornado,General,Bing,"Cosa sono i tornado e perché si verificano? - inNaturale. Qual è la velocità di un tornado. Il vortice di un tornado può raggiungere fino a 300 metri di ampiezza, si muove in linea retta e di solito percorre anche decine di chilometri prima di dissolversi. Nell’epicentro del tornado l’aria ha una pressione bassissima e il vento raggiunge anche i 600 chilometri l’ora.",6,2025_02_12
qGEN131,che velocita puo raggiungere un tornado,General,Bing,"Il fenomeno atmosferico più distruttivo: il Tornado - Centro Meteo. La velocità del vento può superare i 500 km/h, mentre le correnti ascensionali toccano anche i 300 km/h, riuscendo a sollevare da terra gli oggetti più pesanti come automobili, case, locomotive ed altro ancora.",7,2025_02_12
qGEN131,che velocita puo raggiungere un tornado,General,Bing,"Cronometrando la Velocità di un Tornado | NEURALWORD. La loro velocità di rotazione può raggiungere livelli estremi, creando una potenza devastante che può causare gravi danni alle aree che colpiscono. In questo articolo esploreremo come viene cronometrata la velocità di un tornado e risponderemo a domande comuni legate a questo fenomeno naturale.",8,2025_02_12
qGEN131,che velocita puo raggiungere un tornado,General,Bing,Cosa è un tornado - Attualissimo.it Scienza. Sapevate che al suo epicentro il vento può raggiungere i 600 km/h ed una pressione inferiore ai 900 millbar? Anche la sua ampiezza è un problema per coloro che si trovano ad incontrarlo sulla propria strada. Può infatti arrivare ad essere largo 300 metri.,9,2025_02_12
qGEN131,che velocita puo raggiungere un tornado,General,Bing,"I tornado: - Sapevi Che?. Il vortice può crescere fino a raggiungere un diametro di diversi chilometri e può raggiungere velocità del vento superiori a 500 chilometri all’ora. I tornado possono durare solo pochi minuti, ma possono causare danni significativi.",10,2025_02_12
qGEN132,come erano costruite le piramidi egizie,General,Bing,"Teorie sulla costruzione delle piramidi egizie - Wikipedia. In tempi più antichi le piramidi erano costruite interamente in pietra. Le locali cave di calcare erano la fonte preferita di materiale per il corpo principale di queste piramidi, mentre un calcare di maggiore qualità, estratto a Tura (vicino all'odierna Il Cairo), era utilizzato come copertura esterna.",1,2025_02_12
qGEN132,come erano costruite le piramidi egizie,General,Bing,"Piramidi egizie: le tombe dei faraoni - Storia - Studia Rapido. Le piramidi egizie erano le grandiosi tombe dei faraoni. All’inizio si trattava di costruzioni larghe e piatte, chiamate mastabe. In seguito diventarono edifici più alti e fatti a gradoni. Infine assunsero la forma a punta che oggi conosciamo.",2,2025_02_12
qGEN132,come erano costruite le piramidi egizie,General,Bing,"""Egizi e piramidi: costruzione, funzione e misteri di un'iconica .... Le piramidi erano il simbolo della grandezza dei faraoni egizi e furono costruite come tombe per ospitare il loro corpo dopo la morte. La costruzione delle piramidi richiedeva un’enorme quantità di manodopera e risorse, poiché era necessario estrarre, trasportare e lavorare grandi blocchi di pietra.",3,2025_02_12
qGEN132,come erano costruite le piramidi egizie,General,Bing,"Piramidi egizie - Wikipedia. Le piramidi egizie sono costruzioni architettoniche di forma piramidale con base perlopiù quadrata o, talvolta, rettangolare.",4,2025_02_12
qGEN132,come erano costruite le piramidi egizie,General,Bing,"Piramidi, finalmente sappiamo come furono costruite: risolto mistero .... Archeologi del Ministero delle Antichità egiziano hanno scoperto una rampa con la quale gli Antichi Egizi riuscivano a sollevare e trainare enormi blocchi di pietra, necessari per la costruzione...",5,2025_02_12
qGEN132,come erano costruite le piramidi egizie,General,Bing,"Finalmente sappiamo come furono costruite le piramidi: svelato mistero .... Grazie a indagini satellitari e studi sul campo, gli archeologi hanno finalmente scoperto come gli antichi egizi riuscirono a trasportare i pesantissimi materiali per costruire le piramidi,...",6,2025_02_12
qGEN132,come erano costruite le piramidi egizie,General,Bing,"COME SI COSTRUIVANO LE PIRAMIDI? – LA CIVILTA' EGIZIA. Un grande studio, condotto dai geologi Dietrich e Rosemarie Klemm *, ha dimostrato che la maggior parte dei materiali che costituiscono la struttura muraria delle piramidi, proviene essenzialmente da cave locali.",7,2025_02_12
qGEN132,come erano costruite le piramidi egizie,General,Bing,"Come hanno fatto gli Egiziani a costruire le piramidi?. Le piramidi d'Egitto sono uno dei misteri più affascinanti dell'antichità. Scopri con Focus Junior come ha fatto questo popolo, 3mila anni fa, a costruire questi grandiosi monumenti.",8,2025_02_12
qGEN132,come erano costruite le piramidi egizie,General,Bing,"La costruzione delle piramidi | Storia egiziana – Egyptian History. Per prima cosa, diamo un'occhiata a come i costruttori della IV dinastia dei faraoni costruirono le prime piramidi nel 2600 a.C. Le piramidi, le ultime ed eterne dimore dei re d'Egitto, furono costruite durante i loro regni.",9,2025_02_12
qGEN132,come erano costruite le piramidi egizie,General,Bing,"Il mistero della costruzione delle Piramidi di Giza| Elle Decor. Chi ha costruito le piramidi di Giza? Le piramidi di Giza lasciano ancora perplessi scienziati e ingegneri strutturali. Come hanno fatto gli antichi Egizi a erigere strutture così ingegnose, prima ancora che facessero la loro comparsa invenzioni come la sega o addirittura la ruota? Quello che è certo è che si trattava di abili costruttori.",10,2025_02_12
qGEN133,cosa possiamo fare per salvare gli animali a rischio di estintione,General,Bing,5 Passi Per Salvare Gli Animali Dall’Estinzione - Ecobnb. Scopri i 5 passi per salvare gli animali dall'estinzione: una breve guida verso un maggior rispetto e salvaguardia del pianeta e di tutti i suoi abitanti.,1,2025_02_12
qGEN133,cosa possiamo fare per salvare gli animali a rischio di estintione,General,Bing,"Cosa si può fare per evitare l'estinzione degli animali?. Perché salvare gli animali in via di estinzione? Difendere le specie animali in pericolo di estinzione è un dovere per tutti noi: il loro benessere deriva dall'equilibrio degli ecosistemi del Pianeta, sempre più minacciato e deteriorato dalla presenza dell'uomo.",2,2025_02_12
qGEN133,cosa possiamo fare per salvare gli animali a rischio di estintione,General,Bing,Animali a rischio estinzione: quali sono e come puoi aiutarli - Greenpeace. Sono ben 700 le vittime tra le specie a rischio! Cosa puoi fare per aiutarla. Difendere il mare è fondamentale per salvare la tartaruga marina e gli altri animali minacciati.,3,2025_02_12
qGEN133,cosa possiamo fare per salvare gli animali a rischio di estintione,General,Bing,"Animali in via di estinzione: quali sono e cosa si può fare per .... Per proteggere gli animali in via di estinzione, sono state attuate diverse strategie di conservazione. Progetti di riforestazione, creazione di aree protette e programmi di allevamento in cattività sono solo alcune delle misure adottate.",4,2025_02_12
qGEN133,cosa possiamo fare per salvare gli animali a rischio di estintione,General,Bing,"Quali sono gli animali a rischio di estinzione in Italia e cosa .... In Italia, numerosi animali sono a rischio di estinzione a causa di perdita di habitat, inquinamento e cambiamenti climatici. Per proteggerli, è essenziale promuovere la conservazione degli...",5,2025_02_12
qGEN133,cosa possiamo fare per salvare gli animali a rischio di estintione,General,Bing,"3 Modi per Aiutare gli Animali in Via di Estinzione - wikiHow. Sostieni parchi nazionali, riserve e aree naturali che proteggono gli habitat degli animali a rischio di estinzione. Visitali, versa del denaro o fai volontariato. Insegna ai bambini a proteggere le specie in pericolo. Molti parchi hanno programmi e organizzano visite guidate per i più piccoli.",6,2025_02_12
qGEN133,cosa possiamo fare per salvare gli animali a rischio di estintione,General,Bing,"10 modi per contribuire a salvare gli animali in via di estinzione. Ti piace la nuova collezione di animali in pericolo di estinzione e ti chiedi come puoi aiutarla? Non preoccuparti, ti ho coperto. Oggi vi parlerò di un argomento che mi sta molto a cuore: come tutti noi possiamo contribuire a salvare le specie animali in via di estinzione – in passato potreste anche aver contribuito a salvare animali ...",7,2025_02_12
qGEN133,cosa possiamo fare per salvare gli animali a rischio di estintione,General,Bing,"Animali in Pericolo: Come Possiamo Aiutarli? | Ricerche per la scuola. Cosa Possiamo Fare per Aiutarli? Ci sono molte cose che anche noi, come bambini e famiglie, possiamo fare per aiutare gli animali in via di estinzione: Ridurre, riutilizzare e riciclare: Usare meno plastica e riciclare correttamente può aiutare a mantenere puliti gli habitat degli animali.",8,2025_02_12
qGEN133,cosa possiamo fare per salvare gli animali a rischio di estintione,General,Bing,"Come salvare gli animali in pericolo di estinzione.. Per salvare gli animali in pericolo di estinzione, è importante ridurre l'impatto sull'ambiente. Cerca modi per ridurre il consumo di energia, acqua e risorse naturali. Riciclare, riutilizzare ed evitare gli sprechi. Ogni piccolo cambiamento conta.",9,2025_02_12
qGEN133,cosa possiamo fare per salvare gli animali a rischio di estintione,General,Bing,"Come aiutare gli animali selvatici in pericolo di estinzione. Tigri, elefanti, rinoceronti, orango, gorilla, l’elenco delle specie in pericolo critico di estinzione è lungo e sempre crescente. Aiutare gli animali selvatici che rischiano l’estinzione dovrebbe essere una missione di vita non solo per noi ambientalisti che ci dedichiamo alla causa, ma per tutti.",10,2025_02_12
qGEN134,quale la piramide egizia piu alta,General,Bing,"Piramidi Altezza: L'Altezza delle 8 Piramidi più Famosi - Tour Egitto. La Piramide Rossa misura circa 105 metri di altezza, rendendola la terza piramide più alta dell'Egitto, dopo la Grande Piramide di Giza e la Piramide di Khafre. Realizzata in calcare rosso, da cui deriva il suo nome, la piramide presenta una struttura interna complessa con camere e corridoi.",1,2025_02_12
qGEN134,quale la piramide egizia piu alta,General,Bing,"Piramide di Cheope - Wikipedia. Quando fu costruita, la piramide di Cheope era alta circa 146,6 metri (280 cubiti egiziani) ed era pertanto la costruzione più alta realizzata fino ad allora. La sua altezza attuale è tuttavia di soli 138 metri e risulta essere pertanto di poco più alta della piramide di Chefren, alta 136 metri.",2,2025_02_12
qGEN134,quale la piramide egizia piu alta,General,Bing,"Piramidi di Giza Altezza: Scopri le Meraviglie Antiche - Viaggio in Egitto. Qual è l'altezza delle principali piramidi egizie? La Piramide di Cheope, la più grande del complesso di Giza, raggiunge un'altezza di 147 metri. È seguita dalla Piramide di Chefren, alta 136 metri, e dalla Piramide di Micerino, che misura 61 metri.",3,2025_02_12
qGEN134,quale la piramide egizia piu alta,General,Bing,"Classifica delle 8 Piramidi più Grandi del Mondo - Travel365. La Piramide di Cheope, conosciuta anche come Grande Piramide di Giza o Piramide di Khufu, è la più antica nonché la più grande delle tre piramidi principali della necropoli di Giza, in Egitto. È la più vetusta delle sette meraviglie del mondo antico e l'unica ad essere ancora per lo più integra.",4,2025_02_12
qGEN134,quale la piramide egizia piu alta,General,Bing,"Piramidi egizie - Wikipedia. La piramide, infatti, alta complessivamente 101,15 m (originariamente raggiungeva i 105,07) e con una base quadrata di 188,60 m di lato, presenta un'inclinazione delle pareti di 54°3'13"" fino all'altezza di 49,07 m per poi variare in 43°21' per i successivi 56 m [72]. È, di fatto, la piramide meglio conservata poiché è ancora ...",5,2025_02_12
qGEN134,quale la piramide egizia piu alta,General,Bing,"La piramide di Cheope - Egitto. La piramide è stata costruita nella piana di Giza nel 2570 a.C. ed è rimasta la costruzione più alta del mondo per più di 3800 anni! Fu eretta come monumento funebre a Cheope, un faraone della IV dinastia, il quale diede l’incarico all’architetto reale Hemiunu.",6,2025_02_12
qGEN134,quale la piramide egizia piu alta,General,Bing,"La Piramide di Khufu | La Grande Piramide di Giza - Pyramid of Giza. La Grande Piramide di Giza è la più antica delle sette meraviglie del mondo antico e anche l'unica rimasta intatta. La piramide è alta 138 metri, con una base quadrata i cui lati misurano 230 metri ciascuno.",7,2025_02_12
qGEN134,quale la piramide egizia piu alta,General,Bing,"Piramidi Egitto | Piramidi Egiziane | Le Piramidi Egizie. Le piramidi d'Egitto, situate principalmente sul Plateau di Giza, vicino alla moderna Cairo, e a Saqqara, circa 30 km a sud di Cairo, sono probabilmente tra i monumenti più emblematici e affascinanti che la storia dell'umanità abbia mai prodotto.",8,2025_02_12
qGEN134,quale la piramide egizia piu alta,General,Bing,"Piramidi di Giza | Piramidi Egitto | Le Piramidi di Giza. Le tre piramidi principali di Giza sono note come la Piramide di Cheope, che è la più alta con i suoi 147 metri, seguita dalla Piramide di Chefren, alta 136 metri, e dalla Piramide di Micerino, che misura 61 metri di altezza.",9,2025_02_12
qGEN134,quale la piramide egizia piu alta,General,Bing,"Le piramidi di Giza | Storia egizia – Egyptian History. Le tre piramidi di Giza furono costruite dai faraoni Cheope, Chefren e Micerino. Conosciute come le piramidi più alte d'Egitto e del mondo, queste piramidi sono le tombe dei più grandi faraoni della IV dinastia dei re egiziani. Andiamo subito alla scoperta di questi tre argomenti, senza ulteriori indugi!",10,2025_02_12
qGEN135,quanto Ã¨ alta la tomba del padre di micerino,General,Bing,"La Piramide di Micerino | L'ultima piramide di Giza - Pyramid of Giza. Il complesso piramidale di Micerino, completato intorno al 2510 a.C., fu l'ultimo costruito sull'Altopiano di Giza. Si tratta della tomba del faraone egiziano Micerino, appartenente alla IV dinastia, che successe al trono di suo padre Chefren.",1,2025_02_12
qGEN135,quanto Ã¨ alta la tomba del padre di micerino,General,Bing,"Piramide di Micerino - Wikipedia. La Piramide di Micerino o Menkaura, eretta nell'ultima area libera dell’ altopiano roccioso di Giza, era il cenotafio del sovrano denominato Neter Menkaura ossia «Divino [è] Micerino ». Altezza totale iniziale 65,5 metri. Altezza odierna 62 metri. Base quadrata con lato di 103,4 metri. Angolo basale 51°20'25"". Volume (arr) 252.500 m³.",2,2025_02_12
qGEN135,quanto Ã¨ alta la tomba del padre di micerino,General,Bing,"L’INTERNO DELLA PIRAMIDE DI MICERINO – LA CIVILTA' EGIZIA. La piramide di Micerino misura 103 m. di lato e 62 m. in altezza ed è quindi grande solo un decimo rispetto a quella di Cheope; nonostante ciò essa era un vero gioiello, in quanto fu costruita con blocchi di dimensioni maggiori ed era rivestita almeno per la parte inferiore di granito rosso di Assuan, una pietra pregiata, molto dura da ...",3,2025_02_12
qGEN135,quanto Ã¨ alta la tomba del padre di micerino,General,Bing,"La piramide di Micerino - Egitto. La piramide di Micerino è la minore delle tre grandi piramidi costruite sull’altopiano di Giza. Si tratta dell’antico cenotafio del sovrano denominato “Menkaura”. Precisamente misurava in altezza quasi 66 metri; oggi invece riesce a raggiungere i 62 metri con una base quadrata, con lato di 103 metri circa.",4,2025_02_12
qGEN135,quanto Ã¨ alta la tomba del padre di micerino,General,Bing,"La Piramide di Micerino - Guida Alla Visita 2025. La Piramide di Micerino si trova all’interno della Necropoli di Giza, a 25 km dalla capitale Il Cairo, in Egitto. Questa monumentale scultura funeraria è collocata nella parte sud della piana, accanto alla Piramide di Chefren che, secondo gli storici, era suo padre.",5,2025_02_12
qGEN135,quanto Ã¨ alta la tomba del padre di micerino,General,Bing,"LA PIRAMIDE DI MICERINO - LA CIVILTA' EGIZIA. La piramide era alta in origine 65,5 m, (oggi 62 m), con una base quadrata di 103,4 m ed un’inclinazione di 51°20’25”. Secondo alcuni pare evidente una certa fretta da parte del costruttore che potrebbe averla edificata in più riprese, cosa che si deduce anche dall’uso di materiali vari, mattoni crudi da riempimento e varie tecniche.",6,2025_02_12
qGEN135,quanto Ã¨ alta la tomba del padre di micerino,General,Bing,"La piramide di Micerino: l’ultima delle tre piramidi - Viaggio in Egitto. La piramide di Micerino misura un totale di 103 metri di larghezza della base quadrata e 62 metri di altezza, dagli originali 65 diminuiti a causa dell’ erosione naturale e del cedimento dei materiali.",7,2025_02_12
qGEN135,quanto Ã¨ alta la tomba del padre di micerino,General,Bing,"La Piramide di Micerino - StorieParallele.it. La Piramide di Micerino, o Menkaure, è il cenotafio del Faraone Neter Menkaura. Situata a circa 450 metri a sud ovest rispetto alla piramide di Chefren, è la più piccola delle tre piramidi della piana: la struttura si presenta oggi con un’altezza di 62 metri su di una base quadrata con il lato di 103 metri circa.",8,2025_02_12
qGEN135,quanto Ã¨ alta la tomba del padre di micerino,General,Bing,"Piramide di Micerino | Piramide Micerino | Tour Egitto. La piramide di Micerino misura circa 66 metri di altezza ed è stata costruita utilizzando blocchi di pietra di calcare e granito. La sua forma è quella di una piramide a gradoni, con un'entrata situata sul lato nord.",9,2025_02_12
qGEN135,quanto Ã¨ alta la tomba del padre di micerino,General,Bing,"La Piramide di Micerino: Quanto e Alta | NEURALWORD. La Piramide di Micerino è uno dei tesori più affascinanti dell’antico Egitto. Ma quanto è alta esattamente questa imponente struttura? In questo articolo, esploreremo le misure esatte della Piramide di Micerino e impareremo di più su questa meraviglia archeologica.",10,2025_02_12
qGEN136,vulcano attivo piu atlantico,General,Bing,"Teide - Wikipedia. Il Teide è un vulcano che si trova sull'isola di Tenerife, nell'arcipelago delle Canarie (Spagna, Oceano atlantico). Con i suoi 3.715 m sul livello del mare (e circa 7.500 m sopra la piattaforma oceanica ) è la vetta più alta della Spagna e anche la montagna più alta delle isole dell'Oceano Atlantico: è il terzo vulcano del ...",1,2025_02_12
qGEN136,vulcano attivo piu atlantico,General,Bing,"Vulcani attivi in Europa (escl. Atlantico) - VolcanoDiscovery. Foto del vulcano Merapi Uno dei vulcani più attivi e pericolosi dell'Indonesia: Merapi che significa ""colui che fa il fuoco"", è una montagna sacra temuta ma anche venerata che incombe sulla città di Yogyakarta, capitale di Giava Centrale.",2,2025_02_12
qGEN136,vulcano attivo piu atlantico,General,Bing,Vulcani attivi in Europa (escl. Atlantico) - panoramica. At 14:10 UTC a lava overflow and a concomitant intense explosive activity started both from the northern crater area; subsequently a more intense explosion occurred from the central-southern crater area and small collapses of material were observed along the upper part of the Sciara del Fuoco.,3,2025_02_12
qGEN136,vulcano attivo piu atlantico,General,Bing,"I 30 vulcani attivi più importanti del mondo - Thpanorama. La piastra Cocos, responsabile dei vulcani continentali centroamericani, spinge l'arco vulcanico verso l'Atlantico. È una struttura antincendio attiva nelle Filippine, si trova al confine tra la provincia di Quezon e La Laguna. La sua altitudine è di 2.158 metri.",4,2025_02_12
qGEN136,vulcano attivo piu atlantico,General,Bing,"vulcani_oceano_atlantico. Con i suoi 3718 metri sul livello del mare (e i circa 7.000 metri sopra la piattaforma oceanica) è la vetta più alta di Spagna e la cima più alta di tutto l'Atlantico. È il terzo più grande vulcano del mondo dalla sua base, nonché uno dei vulcani attivi più alti del Continente Africano.",5,2025_02_12
qGEN136,vulcano attivo piu atlantico,General,Bing,"15 vulcani più famosi del mondo - IlMeglioDiTutto.it. Lo Stromboli, uno dei vulcani (stratovulcani, ossia vulcani a cono) più attivi sulla Terra, emerge dalle acque del Mar Tirreno vicino agli addormentati Lipari e Vulcano, e borbotta con costanti piccole fontane di lava ogni poche ore, senza riposare mai da oltre 2mila anni.",6,2025_02_12
qGEN136,vulcano attivo piu atlantico,General,Bing,"Teide: Il vulcano che infesta l'Atlantico | Tenerife | CANARINO. Il vecchio albero del drago di Icod brilla per l'età, con il vulcano El Teide, molto più antico, sullo sfondo. La cima del grande vulcano El Teide, il tetto delle Canarie, della Spagna e di tutte le isole dell'Atlantico. Il visitatore di PN El Teide fotografa la pianura del Llano de Ucanca.",7,2025_02_12
qGEN136,vulcano attivo piu atlantico,General,Bing,"Vulcani attivi in Europa: quali sono, dove si trovano - Scambieuropei. Tra i vulcani attivi in Europa, i più famosi sono il Vesuvio, l’ Etna, il vulcano di Santorini (Grecia) e il Teide (a Tenerife – Isole Canarie). Oltre a questi, chiaramente, troviamo i vulcani islandesi, come l’ Eyjafjallajökull, e il vulcano di La Palma (sempre alle Canarie), la cui ultima eruzione è iniziata il 19 settembre 2021.",8,2025_02_12
qGEN136,vulcano attivo piu atlantico,General,Bing,"Pico, Azzorre: cosa fare, dalla salita sul vulcano al whale watching. Pico, Azzorre: cosa vedere, cosa fare e tutte le informazioni utili per visitare la seconda isola dell’arcipelago. I luoghi e le esperienze da non perdere, dalla salita sul vulcano al whale watching.",9,2025_02_12
qGEN136,vulcano attivo piu atlantico,General,Bing,"Quali sono i vulcani attivi sulla Terra? - Meteorología en Red. L'Etna (costa orientale della Sicilia, Italia), è il vulcano attivo più alto d'Europa. È alto circa 3,329 metri e si ritiene che abbia iniziato la sua fase eruttiva 500.000 anni fa. È sorprendente, tanto che l'UNESCO lo ha dichiarato Patrimonio dell'Umanità nel giugno 2013, ed è stato incluso anche tra i 16 Vulcani del Decennio dalle ...",10,2025_02_12
